Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Abidjan,PM2.5 - Principal,2021-12-01 01:00 AM,2021,12,01,01,43.6,121,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2021-12-01 02:00 AM,2021,12,01,02,41.3,115,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2021-12-01 03:00 AM,2021,12,01,03,39.7,111,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2021-12-01 04:00 AM,2021,12,01,04,38.4,108,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2021-12-01 05:00 AM,2021,12,01,05,37.2,105,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2021-12-01 06:00 AM,2021,12,01,06,44.8,124,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2021-12-01 07:00 AM,2021,12,01,07,63.5,155,Unhealthy,82.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2021-12-01 08:00 AM,2021,12,01,08,73.7,160,Unhealthy,84.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2021-12-01 09:00 AM,2021,12,01,09,60.8,154,Unhealthy,48.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2021-12-01 10:00 AM,2021,12,01,10,58.9,153,Unhealthy,57.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2021-12-01 11:00 AM,2021,12,01,11,57.4,152,Unhealthy,56.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2021-12-01 12:00 PM,2021,12,01,12,46.2,127,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2021-12-01 01:00 PM,2021,12,01,13,34.1,97,Moderate,22.0,UG/M3,1 Hr,Valid
