Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Abidjan,PM2.5 - Principal,2020-12-01 01:00 AM,2020,12,01,01,21.1,70,Moderate,23.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 02:00 AM,2020,12,01,02,18.5,64,Moderate,16.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 03:00 AM,2020,12,01,03,18.4,64,Moderate,18.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 04:00 AM,2020,12,01,04,18.2,64,Moderate,18.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 05:00 AM,2020,12,01,05,19.0,66,Moderate,20.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 06:00 AM,2020,12,01,06,19.4,66,Moderate,20.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 07:00 AM,2020,12,01,07,25.0,78,Moderate,31.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 08:00 AM,2020,12,01,08,25.5,79,Moderate,26.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 09:00 AM,2020,12,01,09,26.2,81,Moderate,27.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 10:00 AM,2020,12,01,10,23.2,74,Moderate,20.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 11:00 AM,2020,12,01,11,23.1,74,Moderate,23.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 12:00 PM,2020,12,01,12,23.0,74,Moderate,23.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 01:00 PM,2020,12,01,13,22.5,73,Moderate,22.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 02:00 PM,2020,12,01,14,22.3,72,Moderate,22.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 03:00 PM,2020,12,01,15,21.8,71,Moderate,21.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 04:00 PM,2020,12,01,16,20.7,69,Moderate,19.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 05:00 PM,2020,12,01,17,20.8,69,Moderate,21.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 06:00 PM,2020,12,01,18,22.0,72,Moderate,24.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 07:00 PM,2020,12,01,19,22.8,74,Moderate,25.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 08:00 PM,2020,12,01,20,25.1,78,Moderate,29.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 09:00 PM,2020,12,01,21,24.3,77,Moderate,23.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 10:00 PM,2020,12,01,22,22.0,72,Moderate,18.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-01 11:00 PM,2020,12,01,23,22.3,72,Moderate,23.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 12:00 AM,2020,12,02,00,21.8,71,Moderate,21.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 01:00 AM,2020,12,02,01,20.7,69,Moderate,19.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 02:00 AM,2020,12,02,02,20.4,68,Moderate,20.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 03:00 AM,2020,12,02,03,19.5,67,Moderate,18.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 04:00 AM,2020,12,02,04,19.3,66,Moderate,19.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 05:00 AM,2020,12,02,05,18.3,64,Moderate,17.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 06:00 AM,2020,12,02,06,19.0,66,Moderate,20.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 07:00 AM,2020,12,02,07,21.4,71,Moderate,25.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 08:00 AM,2020,12,02,08,24.5,77,Moderate,29.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 09:00 AM,2020,12,02,09,25.1,78,Moderate,26.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 10:00 AM,2020,12,02,10,26.7,82,Moderate,29.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 11:00 AM,2020,12,02,11,26.4,81,Moderate,26.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 12:00 PM,2020,12,02,12,26.2,81,Moderate,26.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 01:00 PM,2020,12,02,13,24.9,78,Moderate,23.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 02:00 PM,2020,12,02,14,26.1,80,Moderate,28.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 03:00 PM,2020,12,02,15,24.4,77,Moderate,22.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 04:00 PM,2020,12,02,16,25.9,80,Moderate,28.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 05:00 PM,2020,12,02,17,25.8,80,Moderate,26.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 06:00 PM,2020,12,02,18,26.1,80,Moderate,27.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 07:00 PM,2020,12,02,19,25.6,79,Moderate,24.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 08:00 PM,2020,12,02,20,26.2,81,Moderate,28.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 09:00 PM,2020,12,02,21,25.9,80,Moderate,25.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 10:00 PM,2020,12,02,22,25.4,79,Moderate,24.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-02 11:00 PM,2020,12,02,23,24.8,78,Moderate,23.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 12:00 AM,2020,12,03,00,23.7,75,Moderate,21.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 01:00 AM,2020,12,03,01,18.2,64,Moderate,14.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 02:00 AM,2020,12,03,02,17.1,62,Moderate,16.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 03:00 AM,2020,12,03,03,18.0,63,Moderate,19.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 04:00 AM,2020,12,03,04,17.5,62,Moderate,17.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 05:00 AM,2020,12,03,05,18.2,64,Moderate,19.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 06:00 AM,2020,12,03,06,17.6,63,Moderate,17.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 07:00 AM,2020,12,03,07,36.8,104,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 08:00 AM,2020,12,03,08,57.4,152,Unhealthy,78.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 09:00 AM,2020,12,03,09,44.2,122,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 10:00 AM,2020,12,03,10,35.6,101,Unhealthy for Sensitive Groups,27.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 11:00 AM,2020,12,03,11,32.3,93,Moderate,29.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-12-03 12:00 PM,2020,12,03,12,26.6,81,Moderate,21.0,UG/M3,1 Hr,Valid
