Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Abidjan,PM2.5 - Principal,2020-02-03 04:00 PM,2020,02,03,16,-999.0,-999,N/A,0.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-03 05:00 PM,2020,02,03,17,0.6,3,Good,1.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-03 06:00 PM,2020,02,03,18,0.6,3,Good,-6.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-03 07:00 PM,2020,02,03,19,0.6,3,Good,-8.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-03 08:00 PM,2020,02,03,20,0.6,3,Good,-10.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-03 09:00 PM,2020,02,03,21,0.6,3,Good,-6.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-03 10:00 PM,2020,02,03,22,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-03 11:00 PM,2020,02,03,23,-999.0,-999,N/A,-7.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 12:00 AM,2020,02,04,00,-999.0,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 01:00 AM,2020,02,04,01,-999.0,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 02:00 AM,2020,02,04,02,-999.0,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 03:00 AM,2020,02,04,03,-999.0,-999,N/A,-7.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 04:00 AM,2020,02,04,04,-999.0,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 05:00 AM,2020,02,04,05,-999.0,-999,N/A,-7.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 06:00 AM,2020,02,04,06,-999.0,-999,N/A,-7.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 07:00 AM,2020,02,04,07,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 08:00 AM,2020,02,04,08,-999.0,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 09:00 AM,2020,02,04,09,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 10:00 AM,2020,02,04,10,-999.0,-999,N/A,-1.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-04 11:00 AM,2020,02,04,11,1.6,7,Good,3.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-04 12:00 PM,2020,02,04,12,0.7,3,Good,0.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-04 01:00 PM,2020,02,04,13,0.7,3,Good,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 02:00 PM,2020,02,04,14,0.0,0,Good,-4.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-04 03:00 PM,2020,02,04,15,0.0,0,Good,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 04:00 PM,2020,02,04,16,0.0,0,Good,-9.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 05:00 PM,2020,02,04,17,0.0,0,Good,-999.0,UG/M3,1 Hr,Missing
Abidjan,PM2.5 - Principal,2020-02-04 06:00 PM,2020,02,04,18,-999.0,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 07:00 PM,2020,02,04,19,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 08:00 PM,2020,02,04,20,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 09:00 PM,2020,02,04,21,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-04 10:00 PM,2020,02,04,22,-999.0,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-04 11:00 PM,2020,02,04,23,0.0,0,Good,-3.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-05 12:00 AM,2020,02,05,00,0.0,0,Good,-2.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-05 01:00 AM,2020,02,05,01,0.0,0,Good,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 02:00 AM,2020,02,05,02,0.0,0,Good,-6.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 03:00 AM,2020,02,05,03,0.0,0,Good,-4.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-05 04:00 AM,2020,02,05,04,0.0,0,Good,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 05:00 AM,2020,02,05,05,-999.0,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 06:00 AM,2020,02,05,06,-999.0,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 07:00 AM,2020,02,05,07,-999.0,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-05 08:00 AM,2020,02,05,08,0.0,0,Good,-3.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-05 09:00 AM,2020,02,05,09,0.0,0,Good,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 10:00 AM,2020,02,05,10,0.0,0,Good,-8.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 11:00 AM,2020,02,05,11,0.0,0,Good,27.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-05 12:00 PM,2020,02,05,12,0.0,0,Good,-7.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 01:00 PM,2020,02,05,13,-999.0,-999,N/A,-8.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 02:00 PM,2020,02,05,14,-999.0,-999,N/A,-8.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 03:00 PM,2020,02,05,15,-999.0,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 04:00 PM,2020,02,05,16,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 05:00 PM,2020,02,05,17,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 06:00 PM,2020,02,05,18,-999.0,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-05 07:00 PM,2020,02,05,19,0.0,0,Good,-4.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-05 08:00 PM,2020,02,05,20,0.0,0,Good,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-05 09:00 PM,2020,02,05,21,0.0,0,Good,-4.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-05 10:00 PM,2020,02,05,22,0.0,0,Good,-4.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-05 11:00 PM,2020,02,05,23,0.0,0,Good,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-06 12:00 AM,2020,02,06,00,0.0,0,Good,-3.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 01:00 AM,2020,02,06,01,0.0,0,Good,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-06 02:00 AM,2020,02,06,02,0.0,0,Good,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-06 03:00 AM,2020,02,06,03,0.0,0,Good,-4.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 04:00 AM,2020,02,06,04,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-06 05:00 AM,2020,02,06,05,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-06 06:00 AM,2020,02,06,06,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-06 07:00 AM,2020,02,06,07,-999.0,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 08:00 AM,2020,02,06,08,0.0,0,Good,-2.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 09:00 AM,2020,02,06,09,0.0,0,Good,-2.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 10:00 AM,2020,02,06,10,0.0,0,Good,-3.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 11:00 AM,2020,02,06,11,0.0,0,Good,-4.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 12:00 PM,2020,02,06,12,0.0,0,Good,70.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-06 01:00 PM,2020,02,06,13,30.5,90,Moderate,47.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 02:00 PM,2020,02,06,14,42.2,117,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 03:00 PM,2020,02,06,15,40.5,113,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 04:00 PM,2020,02,06,16,42.3,118,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 05:00 PM,2020,02,06,17,42.3,118,Unhealthy for Sensitive Groups,-4.0,UG/M3,1 Hr,Invalid
Abidjan,PM2.5 - Principal,2020-02-06 06:00 PM,2020,02,06,18,11.7,49,Good,-3.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 07:00 PM,2020,02,06,19,3.2,13,Good,-3.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 08:00 PM,2020,02,06,20,0.0,0,Good,-3.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-06 09:00 PM,2020,02,06,21,0.0,0,Good,-999.0,UG/M3,1 Hr,Missing
Abidjan,PM2.5 - Principal,2020-02-06 11:00 PM,2020,02,06,23,-999.0,-999,N/A,50.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 12:00 AM,2020,02,07,00,43.2,120,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 01:00 AM,2020,02,07,01,39.8,112,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 02:00 AM,2020,02,07,02,44.1,122,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 03:00 AM,2020,02,07,03,45.0,124,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 04:00 AM,2020,02,07,04,42.5,118,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 05:00 AM,2020,02,07,05,42.7,119,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 06:00 AM,2020,02,07,06,45.8,126,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 07:00 AM,2020,02,07,07,61.4,154,Unhealthy,77.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 08:00 AM,2020,02,07,08,61.2,154,Unhealthy,61.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 09:00 AM,2020,02,07,09,58.6,153,Unhealthy,56.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 10:00 AM,2020,02,07,10,52.3,142,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 11:00 AM,2020,02,07,11,53.6,146,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 12:00 PM,2020,02,07,12,54.8,149,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 01:00 PM,2020,02,07,13,53.4,145,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 02:00 PM,2020,02,07,14,51.3,140,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 03:00 PM,2020,02,07,15,48.7,134,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 04:00 PM,2020,02,07,16,50.3,137,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 05:00 PM,2020,02,07,17,51.1,139,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Abidjan,PM2.5 - Principal,2020-02-07 06:00 PM,2020,02,07,18,52.2,142,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
