Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Abu Dhabi,PM2.5 - Principal,2019-12-04 10:00 PM,2019,12,04,22,-999.0,-999,N/A,20.0,UG/M3,1 Hr,Valid
Abu Dhabi,PM2.5 - Principal,2019-12-04 11:00 PM,2019,12,04,23,20.5,69,Moderate,21.0,UG/M3,1 Hr,Valid
Abu Dhabi,PM2.5 - Principal,2019-12-05 12:00 AM,2019,12,05,00,22.8,74,Moderate,26.0,UG/M3,1 Hr,Valid
Abu Dhabi,PM2.5 - Principal,2019-12-05 01:00 AM,2019,12,05,01,27.1,83,Moderate,32.0,UG/M3,1 Hr,Valid
Abu Dhabi,PM2.5 - Principal,2019-12-05 02:00 AM,2019,12,05,02,28.7,86,Moderate,31.0,UG/M3,1 Hr,Valid
Abu Dhabi,PM2.5 - Principal,2019-12-05 03:00 AM,2019,12,05,03,30.0,89,Moderate,32.0,UG/M3,1 Hr,Valid
Abu Dhabi,PM2.5 - Principal,2019-12-05 04:00 AM,2019,12,05,04,31.3,91,Moderate,33.0,UG/M3,1 Hr,Valid
Abu Dhabi,PM2.5 - Principal,2019-12-05 05:00 AM,2019,12,05,05,31.9,93,Moderate,33.0,UG/M3,1 Hr,Valid
Abu Dhabi,PM2.5 - Principal,2019-12-05 06:00 AM,2019,12,05,06,36.2,103,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Abu Dhabi,PM2.5 - Principal,2019-12-05 07:00 AM,2019,12,05,07,39.6,111,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Abu Dhabi,PM2.5 - Principal,2019-12-05 08:00 AM,2019,12,05,08,39.6,111,Unhealthy for Sensitive Groups,-999.0,UG/M3,1 Hr,Missing
Abu Dhabi,PM2.5 - Principal,2019-12-05 12:00 PM,2019,12,05,12,-999.0,-999,N/A,21.0,UG/M3,1 Hr,Valid
