Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Abu Dhabi,O3,2020-12-01 01:00 AM,2020,12,01,01,13.0,12,Good,10.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 02:00 AM,2020,12,01,02,8.0,7,Good,4.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 03:00 AM,2020,12,01,03,7.0,6,Good,3.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 04:00 AM,2020,12,01,04,7.0,6,Good,3.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 05:00 AM,2020,12,01,05,13.0,12,Good,10.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 06:00 AM,2020,12,01,06,7.0,6,Good,4.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 07:00 AM,2020,12,01,07,12.0,11,Good,8.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 08:00 AM,2020,12,01,08,14.0,13,Good,11.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 09:00 AM,2020,12,01,09,15.0,14,Good,12.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 10:00 AM,2020,12,01,10,18.0,17,Good,16.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 11:00 AM,2020,12,01,11,26.0,24,Good,26.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 12:00 PM,2020,12,01,12,43.0,40,Good,45.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 01:00 PM,2020,12,01,13,54.0,50,Good,58.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 02:00 PM,2020,12,01,14,54.0,50,Good,59.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 03:00 PM,2020,12,01,15,52.0,48,Good,56.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 04:00 PM,2020,12,01,16,58.0,61,Moderate,63.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 05:00 PM,2020,12,01,17,52.0,48,Good,56.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 06:00 PM,2020,12,01,18,52.0,48,Good,56.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 07:00 PM,2020,12,01,19,50.0,46,Good,54.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 08:00 PM,2020,12,01,20,44.0,41,Good,46.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 09:00 PM,2020,12,01,21,42.0,39,Good,45.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 10:00 PM,2020,12,01,22,42.0,39,Good,45.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-01 11:00 PM,2020,12,01,23,28.0,26,Good,28.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 12:00 AM,2020,12,02,00,20.0,19,Good,19.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 01:00 AM,2020,12,02,01,31.0,29,Good,31.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 02:00 AM,2020,12,02,02,39.0,36,Good,41.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 03:00 AM,2020,12,02,03,20.0,19,Good,18.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 04:00 AM,2020,12,02,04,24.0,22,Good,23.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 05:00 AM,2020,12,02,05,12.0,11,Good,9.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 06:00 AM,2020,12,02,06,10.0,9,Good,6.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 07:00 AM,2020,12,02,07,7.0,6,Good,3.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 08:00 AM,2020,12,02,08,11.0,10,Good,7.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 09:00 AM,2020,12,02,09,20.0,19,Good,19.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 10:00 AM,2020,12,02,10,23.0,21,Good,21.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 11:00 AM,2020,12,02,11,31.0,29,Good,31.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 12:00 PM,2020,12,02,12,41.0,38,Good,44.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 01:00 PM,2020,12,02,13,51.0,47,Good,54.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 02:00 PM,2020,12,02,14,54.0,50,Good,58.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 03:00 PM,2020,12,02,15,56.0,54,Moderate,60.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 04:00 PM,2020,12,02,16,60.0,67,Moderate,65.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 05:00 PM,2020,12,02,17,63.0,77,Moderate,68.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 06:00 PM,2020,12,02,18,61.0,71,Moderate,66.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 07:00 PM,2020,12,02,19,53.0,49,Good,57.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 08:00 PM,2020,12,02,20,47.0,44,Good,50.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 09:00 PM,2020,12,02,21,48.0,44,Good,51.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 10:00 PM,2020,12,02,22,52.0,48,Good,56.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-02 11:00 PM,2020,12,02,23,45.0,42,Good,48.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-03 12:00 AM,2020,12,03,00,45.0,42,Good,47.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-03 01:00 AM,2020,12,03,01,38.0,35,Good,40.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-12-03 02:00 AM,2020,12,03,02,24.0,22,Good,23.0,PPB,1 Hr,Valid
