Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Abu Dhabi,O3,2020-01-01 01:00 AM,2020,01,01,01,20.0,19,Good,29.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 02:00 AM,2020,01,01,02,18.0,17,Good,20.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 03:00 AM,2020,01,01,03,13.0,12,Good,16.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 04:00 AM,2020,01,01,04,16.0,15,Good,26.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 05:00 AM,2020,01,01,05,23.0,21,Good,34.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 06:00 AM,2020,01,01,06,24.0,22,Good,29.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 07:00 AM,2020,01,01,07,29.0,27,Good,35.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 08:00 AM,2020,01,01,08,27.0,25,Good,30.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 09:00 AM,2020,01,01,09,22.0,20,Good,16.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 10:00 AM,2020,01,01,10,23.0,21,Good,19.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 11:00 AM,2020,01,01,11,31.0,29,Good,30.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 12:00 PM,2020,01,01,12,38.0,35,Good,41.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 01:00 PM,2020,01,01,13,40.0,37,Good,50.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 02:00 PM,2020,01,01,14,42.0,39,Good,56.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 03:00 PM,2020,01,01,15,43.0,40,Good,52.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 04:00 PM,2020,01,01,16,47.0,44,Good,54.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 05:00 PM,2020,01,01,17,47.0,44,Good,54.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 06:00 PM,2020,01,01,18,47.0,44,Good,46.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 07:00 PM,2020,01,01,19,45.0,42,Good,48.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 08:00 PM,2020,01,01,20,41.0,38,Good,47.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 09:00 PM,2020,01,01,21,33.0,31,Good,26.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 10:00 PM,2020,01,01,22,32.0,30,Good,27.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-01 11:00 PM,2020,01,01,23,30.0,28,Good,28.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 12:00 AM,2020,01,02,00,31.0,29,Good,32.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 01:00 AM,2020,01,02,01,36.0,33,Good,43.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 02:00 AM,2020,01,02,02,29.0,27,Good,27.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 03:00 AM,2020,01,02,03,28.0,26,Good,22.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 04:00 AM,2020,01,02,04,29.0,27,Good,23.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 05:00 AM,2020,01,02,05,28.0,26,Good,30.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 06:00 AM,2020,01,02,06,28.0,26,Good,35.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 07:00 AM,2020,01,02,07,32.0,30,Good,36.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 08:00 AM,2020,01,02,08,33.0,31,Good,30.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 09:00 AM,2020,01,02,09,38.0,35,Good,41.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 10:00 AM,2020,01,02,10,44.0,41,Good,45.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 11:00 AM,2020,01,02,11,45.0,42,Good,46.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 12:00 PM,2020,01,02,12,41.0,38,Good,36.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 01:00 PM,2020,01,02,13,45.0,42,Good,48.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 02:00 PM,2020,01,02,14,50.0,46,Good,54.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 03:00 PM,2020,01,02,15,51.0,47,Good,56.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 04:00 PM,2020,01,02,16,50.0,46,Good,58.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 05:00 PM,2020,01,02,17,52.0,48,Good,59.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 06:00 PM,2020,01,02,18,50.0,46,Good,52.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 07:00 PM,2020,01,02,19,44.0,41,Good,42.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 08:00 PM,2020,01,02,20,42.0,39,Good,39.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 09:00 PM,2020,01,02,21,40.0,37,Good,34.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 10:00 PM,2020,01,02,22,32.0,30,Good,22.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-02 11:00 PM,2020,01,02,23,21.0,19,Good,10.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-03 12:00 AM,2020,01,03,00,22.0,20,Good,20.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-03 01:00 AM,2020,01,03,01,26.0,24,Good,31.0,PPB,1 Hr,Valid
Abu Dhabi,O3,2020-01-03 02:00 AM,2020,01,03,02,24.0,22,Good,13.0,PPB,1 Hr,Valid
